날짜,시간,상품명,방송일시,노출(분)
2020-02-17,03:20,브루마스,2020-02-17 03:20:00,60.0
2020-02-17,04:20,쿠쿠펫드라이룸,2020-02-17 04:20:00,60.0
2020-02-17,05:20,블렌더,2020-02-17 05:20:00,60.0
2020-02-17,06:20,아테스토니쿠션,2020-02-17 06:20:00,60.0
2020-02-17,07:20,헤스티지 재킷,2020-02-17 07:20:00,60.0
2020-02-17,08:20,샤워기,2020-02-17 08:20:00,60.0
2020-02-17,09:20,브루마스,2020-02-17 09:20:00,60.0
2020-02-17,10:20,델키생선구이오븐,2020-02-17 10:20:00,60.0
2020-02-17,11:20,안동간고등어,2020-02-17 11:20:00,60.0
2020-02-17,12:20,삼성암보험,2020-02-17 12:20:00,60.0
2020-02-17,13:20,실크테라피,2020-02-17 13:20:00,60.0
2020-02-17,14:20,명품잡화,2020-02-17 14:20:00,60.0
2020-02-17,15:20,프리모폴딩선반,2020-02-17 15:20:00,60.0
2020-02-17,16:20,생줄랑,2020-02-17 16:20:00,60.0
2020-02-17,17:20,손질갑오징어,2020-02-17 17:20:00,60.0
2020-02-17,18:20,들깨탕,2020-02-17 18:20:00,60.0
2020-02-17,19:20,LG통돌이세탁기,2020-02-17 19:20:00,60.0
2020-02-17,20:20,영산포 숙성 홍어회,2020-02-17 20:20:00,60.0
2020-02-17,21:20,LG냉장고,2020-02-17 21:20:00,60.0
2020-02-17,22:20,현대해상운전자보험,2020-02-17 22:20:00,60.0
2020-02-17,23:20,선일금고,2020-02-17 23:20:00,60.0
2020-02-18,00:20,디그노슈즈,2020-02-18 00:20:00,60.0
2020-02-18,01:20,프리드라이프,2020-02-18 01:20:00,40.0
2020-02-18,02:00,프리드라이프,2020-02-18 02:00:00,20.0
2020-02-18,02:20,석류즙,2020-02-18 02:20:00,20.0
2020-02-18,02:40,박경호녹용활력,2020-02-18 02:40:00,40.0
2020-02-18,03:20,조이앤피스,2020-02-18 03:20:00,60.0
2020-02-18,04:20,유리진,2020-02-18 04:20:00,60.0
2020-02-18,05:20,바로바로무선청소기,2020-02-18 05:20:00,60.0
2020-02-18,06:20,잭필드,2020-02-18 06:20:00,60.0
2020-02-18,07:20,속눈썹,2020-02-18 07:20:00,60.0
2020-02-18,08:20,브루마스,2020-02-18 08:20:00,60.0
2020-02-18,09:20,뱅뱅의류,2020-02-18 09:20:00,60.0
2020-02-18,10:20,보닌남성기초,2020-02-18 10:20:00,60.0
2020-02-18,11:20,명품잡화,2020-02-18 11:20:00,60.0
2020-02-18,12:20,아가타,2020-02-18 12:20:00,60.0
2020-02-18,13:20,삼육두유세트,2020-02-18 13:20:00,60.0
2020-02-18,14:20,참존,2020-02-18 14:20:00,60.0
2020-02-18,15:20,헤스티지 재킷,2020-02-18 15:20:00,60.0
2020-02-18,16:20,CJ 비비고,2020-02-18 16:20:00,60.0
2020-02-18,17:20,세라맥스전기레인지,2020-02-18 17:20:00,60.0
2020-02-18,18:20,양구시래기,2020-02-18 18:20:00,60.0
2020-02-18,19:20,헤드남자속옷,2020-02-18 19:20:00,60.0
2020-02-18,20:20,DB운전자보험,2020-02-18 20:20:00,60.0
2020-02-18,21:20,쿠쿠 압력밥솥,2020-02-18 21:20:00,60.0
2020-02-18,22:20,LGTV,2020-02-18 22:20:00,60.0
2020-02-18,23:20,셀리턴LED마스크,2020-02-18 23:20:00,60.0
2020-02-19,00:20,넥센타이어,2020-02-19 00:20:00,60.0
2020-02-19,01:20,밀레도어락,2020-02-19 01:20:00,40.0
2020-02-19,02:00,밀레도어락,2020-02-19 02:00:00,20.0
2020-02-19,02:20,드럼쿡,2020-02-19 02:20:00,60.0
2020-02-19,03:20,USPA패션,2020-02-19 03:20:00,60.0
2020-02-19,04:20,보몽드침구,2020-02-19 04:20:00,60.0
2020-02-19,05:20,멋진밥상 흥양농협쌀,2020-02-19 05:20:00,60.0
2020-02-19,06:20,시스마르스,2020-02-19 06:20:00,60.0
2020-02-19,07:20,AHC커버크림,2020-02-19 07:20:00,60.0
2020-02-19,08:20,오즈페토 슈즈,2020-02-19 08:20:00,60.0
2020-02-19,09:20,끌레르드비쥬,2020-02-19 09:20:00,60.0
2020-02-19,10:20,레이프릴속옷,2020-02-19 10:20:00,60.0
2020-02-19,11:20,안동간고등어,2020-02-19 11:20:00,60.0
2020-02-19,12:20,브루마스,2020-02-19 12:20:00,60.0
2020-02-19,13:20,동양생명암보험,2020-02-19 13:20:00,60.0
2020-02-19,14:20,어성초샴푸,2020-02-19 14:20:00,60.0
2020-02-19,15:20,김영근칼국수,2020-02-19 15:20:00,60.0
2020-02-19,16:20,대저토마토,2020-02-19 16:20:00,60.0
2020-02-19,17:20,쿠첸전기밥솥,2020-02-19 17:20:00,60.0
2020-02-19,18:20,노비타비데,2020-02-19 18:20:00,60.0
2020-02-19,19:20,비버리힐스폴로 남성기초세트,2020-02-19 19:20:00,60.0
2020-02-19,20:20,현대정수기,2020-02-19 20:20:00,60.0
2020-02-19,21:20,고창 고구마,2020-02-19 21:20:00,60.0
2020-02-19,22:20,보루네오침대,2020-02-19 22:20:00,60.0
2020-02-19,23:20,라쉬반,2020-02-19 23:20:00,60.0
2020-02-20,00:20,동양생명암보험,2020-02-20 00:20:00,60.0
2020-02-20,01:20,루시헨느란쥬,2020-02-20 01:20:00,40.0
2020-02-20,02:00,루시헨느란쥬,2020-02-20 02:00:00,20.0
2020-02-20,02:20,오행자금동전파스,2020-02-20 02:20:00,60.0
2020-02-20,03:20,반찬명가녹선,2020-02-20 03:20:00,60.0
2020-02-20,04:20,동양생명암보험,2020-02-20 04:20:00,60.0
2020-02-20,05:20,광동석류즙,2020-02-20 05:20:00,20.0
2020-02-20,05:40,팔레오,2020-02-20 05:40:00,40.0
2020-02-20,06:20,텀블러거품기,2020-02-20 06:20:00,60.0
2020-02-20,07:20,마르조,2020-02-20 07:20:00,60.0
2020-02-20,08:20,파뷔에 후라이팬,2020-02-20 08:20:00,60.0
2020-02-20,09:20,브루마스,2020-02-20 09:20:00,60.0
2020-02-20,10:20,참존,2020-02-20 10:20:00,60.0
2020-02-20,11:20,다농이네사과,2020-02-20 11:20:00,60.0
2020-02-20,12:20,삼성암보험,2020-02-20 12:20:00,60.0
2020-02-20,13:20,소파스킨스,2020-02-20 13:20:00,60.0
2020-02-20,14:20,프리지아헤어컬러,2020-02-20 14:20:00,60.0
2020-02-20,15:20,한일믹서기,2020-02-20 15:20:00,60.0
2020-02-20,16:20,황토고구마,2020-02-20 16:20:00,60.0
2020-02-20,17:20,CERINI by PAT 패션,2020-02-20 17:20:00,60.0
2020-02-20,18:20,삼성화재,2020-02-20 18:20:00,60.0
2020-02-20,19:20,마르조,2020-02-20 19:20:00,60.0
2020-02-20,20:20,예쎄패션,2020-02-20 20:20:00,60.0
2020-02-20,21:20,푸마드로즈,2020-02-20 21:20:00,60.0
2020-02-20,22:20,손질문어,2020-02-20 22:20:00,60.0
2020-02-20,23:20,제주한라봉,2020-02-20 23:20:00,60.0
2020-02-21,00:20,넥센타이어,2020-02-21 00:20:00,60.0
2020-02-21,01:20,래쉬톡원터치속눈썹,2020-02-21 01:20:00,40.0
2020-02-21,02:00,래쉬톡원터치속눈썹,2020-02-21 02:00:00,20.0
2020-02-21,02:20,강레오탕요일,2020-02-21 02:20:00,60.0
2020-02-21,03:20,보몽드침구,2020-02-21 03:20:00,60.0
2020-02-21,04:20,조이앤피스,2020-02-21 04:20:00,60.0
2020-02-21,05:20,뉴웨이브러쉬,2020-02-21 05:20:00,60.0
2020-02-21,06:20,음식물처리기,2020-02-21 06:20:00,60.0
2020-02-21,07:20,오가닉브라,2020-02-21 07:20:00,60.0
2020-02-21,08:20,종근당유산균,2020-02-21 08:20:00,60.0
2020-02-21,09:20,청소기,2020-02-21 09:20:00,60.0
2020-02-21,10:20,양구시래기,2020-02-21 10:20:00,60.0
2020-02-21,11:20,명품잡화,2020-02-21 11:20:00,60.0
2020-02-21,12:20,아가타,2020-02-21 12:20:00,60.0
2020-02-21,13:20,고데롤플러스,2020-02-21 13:20:00,60.0
2020-02-21,14:20,삼성암보험,2020-02-21 14:20:00,60.0
2020-02-21,15:20,신일미니밥솥,2020-02-21 15:20:00,60.0
2020-02-21,16:20,종근당유산균,2020-02-21 16:20:00,60.0
2020-02-21,17:20,손질통오징어,2020-02-21 17:20:00,60.0
2020-02-21,18:20,테팔,2020-02-21 18:20:00,60.0
2020-02-21,19:20,헤드남자속옷,2020-02-21 19:20:00,60.0
2020-02-21,20:20,종근당유산균,2020-02-21 20:20:00,60.0
2020-02-21,21:20,호박고구마,2020-02-21 21:20:00,60.0
2020-02-21,22:20,비버리힐스폴로 남성기초세트,2020-02-21 22:20:00,60.0
2020-02-21,23:20,LG통돌이세탁기,2020-02-21 23:20:00,60.0
2020-02-22,00:20,뇌새김영어,2020-02-22 00:20:00,60.0
2020-02-22,01:20,라클라우드매트리스,2020-02-22 01:20:00,40.0
2020-02-22,02:00,라클라우드매트리스,2020-02-22 02:00:00,20.0
2020-02-22,02:20,멋진밥상 흥양농협쌀,2020-02-22 02:20:00,60.0
2020-02-22,03:20,실리만,2020-02-22 03:20:00,60.0
2020-02-22,04:20,엘르슈즈,2020-02-22 04:20:00,60.0
2020-02-22,05:20,조이앤피스,2020-02-22 05:20:00,60.0
2020-02-22,06:20,IH가마솥,2020-02-22 06:20:00,60.0
2020-02-22,07:20,레이프릴속옷,2020-02-22 07:20:00,60.0
2020-02-22,08:20,임페리얼상의,2020-02-22 08:20:00,60.0
2020-02-22,09:20,브루마스,2020-02-22 09:20:00,60.0
2020-02-22,10:20,네오젠마스카라,2020-02-22 10:20:00,60.0
2020-02-22,11:20,명품잡화,2020-02-22 11:20:00,60.0
2020-02-22,12:20,시스마르스,2020-02-22 12:20:00,60.0
2020-02-22,13:20,삼성암보험,2020-02-22 13:20:00,60.0
2020-02-22,14:20,참존,2020-02-22 14:20:00,60.0
2020-02-22,15:20,램프쿡,2020-02-22 15:20:00,60.0
2020-02-22,16:20,완도 활전복,2020-02-22 16:20:00,60.0
2020-02-22,17:20,도가니탕,2020-02-22 17:20:00,40.0
2020-02-22,18:00,정보방,2020-02-22 18:00:00,20.0
2020-02-22,18:20,클린샷욕실세정제,2020-02-22 18:20:00,60.0
2020-02-22,19:20,쿠쿠 압력밥솥,2020-02-22 19:20:00,60.0
2020-02-22,20:20,리복,2020-02-22 20:20:00,60.0
2020-02-22,21:20,LGTV,2020-02-22 21:20:00,60.0
2020-02-22,22:20,보루네오가구,2020-02-22 22:20:00,60.0
2020-02-22,23:20,제니하우스염색제,2020-02-22 23:20:00,60.0
2020-02-23,00:20,대명상조,2020-02-23 00:20:00,60.0
2020-02-23,01:20,속눈썹,2020-02-23 01:20:00,40.0
2020-02-23,02:00,속눈썹,2020-02-23 02:00:00,20.0
2020-02-23,02:20,슬리미,2020-02-23 02:20:00,60.0
2020-02-23,03:20,조이앤피스,2020-02-23 03:20:00,60.0
2020-02-23,04:20,엘르슈즈,2020-02-23 04:20:00,60.0
2020-02-23,05:20,컨시크아이라이너,2020-02-23 05:20:00,60.0
2020-02-23,06:20,트레스패스슈즈,2020-02-23 06:20:00,60.0
2020-02-23,07:20,마르조,2020-02-23 07:20:00,60.0
2020-02-23,08:20,셀렉프로,2020-02-23 08:20:00,60.0
2020-02-23,09:20,푸마의류,2020-02-23 09:20:00,60.0
2020-02-23,10:20,섬유유연제,2020-02-23 10:20:00,60.0
2020-02-23,11:20,브루마스,2020-02-23 11:20:00,60.0
2020-02-23,12:20,연세두유,2020-02-23 12:20:00,60.0
2020-02-23,13:20,깨끗한나라화장지,2020-02-23 13:20:00,60.0
2020-02-23,14:20,LG통돌이세탁기,2020-02-23 14:20:00,60.0
2020-02-23,15:20,영산포 숙성 홍어회,2020-02-23 15:20:00,60.0
2020-02-23,16:20,병천순대국,2020-02-23 16:20:00,60.0
2020-02-23,17:20,에지리프라이팬,2020-02-23 17:20:00,60.0
2020-02-23,18:20,비버리힐스폴로 남성기초세트,2020-02-23 18:20:00,60.0
2020-02-23,19:20,손질갑오징어,2020-02-23 19:20:00,60.0
2020-02-23,20:20,참존,2020-02-23 20:20:00,60.0
2020-02-23,21:20,고창 고구마,2020-02-23 21:20:00,60.0
2020-02-23,22:20,푸마드로즈,2020-02-23 22:20:00,60.0
2020-02-23,23:20,오모떼브라,2020-02-23 23:20:00,60.0
2020-02-24,00:20,동양생명암보험,2020-02-24 00:20:00,60.0
2020-02-24,01:20,엘렌실라커버쿠션,2020-02-24 01:20:00,40.0
2020-02-24,02:00,송도순홈쿠,2020-02-24 02:00:00,60.0
2020-02-24,03:00,정보방송,2020-02-24 03:00:00,20.0
2020-02-24,03:20,페플럼제이,2020-02-24 03:20:00,60.0
2020-02-24,04:20,조이앤피스,2020-02-24 04:20:00,60.0
2020-02-24,05:20,블랙모어스오메가,2020-02-24 05:20:00,30.0
2020-02-24,05:50,뉴트리원다이어트구미,2020-02-24 05:50:00,20.0
2020-02-24,06:10,에버라스트속옷,2020-02-24 06:10:00,10.0
2020-02-24,06:20,구스터티포트,2020-02-24 06:20:00,60.0
2020-02-24,07:20,메주,2020-02-24 07:20:00,60.0
2020-02-24,08:20,브루마스,2020-02-24 08:20:00,60.0
2020-02-24,09:20,보닌남성기초,2020-02-24 09:20:00,60.0
2020-02-24,10:20,이종임 갈비탕,2020-02-24 10:20:00,60.0
2020-02-24,11:20,섬유유연제,2020-02-24 11:20:00,60.0
2020-02-24,12:20,동양생명암보험,2020-02-24 12:20:00,60.0
2020-02-24,13:20,오델로,2020-02-24 13:20:00,60.0
2020-02-24,14:20,어성초샴푸,2020-02-24 14:20:00,60.0
2020-02-24,15:20,끌레르드비쥬,2020-02-24 15:20:00,60.0
2020-02-24,16:20,레이프릴속옷,2020-02-24 16:20:00,60.0
2020-02-24,17:20,안동간고등어,2020-02-24 17:20:00,60.0
2020-02-24,18:20,도가니탕,2020-02-24 18:20:00,60.0
2020-02-24,19:20,청소기,2020-02-24 19:20:00,60.0
2020-02-24,20:20,손질문어,2020-02-24 20:20:00,60.0
2020-02-24,21:20,현대해상운전자보험,2020-02-24 21:20:00,60.0
2020-02-24,22:20,LGTV,2020-02-24 22:20:00,60.0
2020-02-24,23:20,네오젠마스카라,2020-02-24 23:20:00,60.0
2020-02-25,00:20,엘리닉마스크,2020-02-25 00:20:00,60.0
2020-02-25,01:20,라쉬반,2020-02-25 01:20:00,40.0
2020-02-25,02:00,라쉬반,2020-02-25 02:00:00,20.0
2020-02-25,02:20,에스콰이아,2020-02-25 02:20:00,60.0
2020-02-25,03:20,옥샘쿡가마솥,2020-02-25 03:20:00,60.0
2020-02-25,04:20,페플럼제이,2020-02-25 04:20:00,60.0
2020-02-25,05:20,비버리힐스폴로 남성기초세트,2020-02-25 05:20:00,60.0
2020-02-25,06:20,브루마스,2020-02-25 06:20:00,60.0
2020-02-25,07:20,석류즙,2020-02-25 07:20:00,60.0
2020-02-25,08:20,쿠쿠 압력밥솥,2020-02-25 08:20:00,60.0
2020-02-25,09:20,셀럽염색제,2020-02-25 09:20:00,60.0
2020-02-25,10:20,오모떼브라,2020-02-25 10:20:00,60.0
2020-02-25,11:20,명품잡화,2020-02-25 11:20:00,60.0
2020-02-25,12:20,음식물처리기,2020-02-25 12:20:00,60.0
2020-02-25,13:20,DB자녀보험,2020-02-25 13:20:00,60.0
2020-02-25,14:20,완도 활전복,2020-02-25 14:20:00,60.0
2020-02-25,15:20,한만두,2020-02-25 15:20:00,60.0
2020-02-25,16:20,에지리프라이팬,2020-02-25 16:20:00,60.0
2020-02-25,17:20,들깨탕,2020-02-25 17:20:00,60.0
2020-02-25,18:20,비버리힐스폴로 남성기초세트,2020-02-25 18:20:00,60.0
2020-02-25,19:20,LG통돌이세탁기,2020-02-25 19:20:00,60.0
2020-02-25,20:20,램프쿡,2020-02-25 20:20:00,60.0
2020-02-25,21:20,고창 고구마,2020-02-25 21:20:00,60.0
2020-02-25,22:20,푸마드로즈,2020-02-25 22:20:00,60.0
2020-02-25,23:20,영산포 숙성 홍어회,2020-02-25 23:20:00,60.0
2020-02-26,00:20,넥센타이어,2020-02-26 00:20:00,60.0
2020-02-26,01:20,남영비비안BBC앤IZUMI,2020-02-26 01:20:00,40.0
2020-02-26,02:00,남영비비안BBC앤IZUMI,2020-02-26 02:00:00,20.0
2020-02-26,02:20,블랙모어스오메가,2020-02-26 02:20:00,60.0
2020-02-26,03:20,에스콰이아,2020-02-26 03:20:00,60.0
2020-02-26,04:20,동양생명암보험,2020-02-26 04:20:00,60.0
2020-02-26,05:20,보몽드,2020-02-26 05:20:00,60.0
2020-02-26,06:20,린스니커즈,2020-02-26 06:20:00,60.0
2020-02-26,07:20,양배추진액,2020-02-26 07:20:00,60.0
2020-02-26,08:20,마르조,2020-02-26 08:20:00,60.0
2020-02-26,09:20,이나프다리미,2020-02-26 09:20:00,60.0
2020-02-26,10:20,프리지아헤어컬러,2020-02-26 10:20:00,60.0
2020-02-26,11:20,호박고구마,2020-02-26 11:20:00,60.0
2020-02-26,12:20,아가타,2020-02-26 12:20:00,60.0
2020-02-26,13:20,박경호녹용활력,2020-02-26 13:20:00,60.0
2020-02-26,14:20,동양생명암보험,2020-02-26 14:20:00,60.0
2020-02-26,15:20,한일믹서기,2020-02-26 15:20:00,60.0
2020-02-26,16:20,청소기,2020-02-26 16:20:00,60.0
2020-02-26,17:20,배윤자소곱창전골,2020-02-26 17:20:00,60.0
2020-02-26,18:20,양구시래기,2020-02-26 18:20:00,60.0
2020-02-26,19:20,노비타비데,2020-02-26 19:20:00,60.0
2020-02-26,20:20,비버리힐스폴로 남성기초세트,2020-02-26 20:20:00,60.0
2020-02-26,21:20,손질갑오징어,2020-02-26 21:20:00,60.0
2020-02-26,22:20,LGTV,2020-02-26 22:20:00,60.0
2020-02-26,23:20,대명상조,2020-02-26 23:20:00,60.0
2020-02-27,00:20,헤어맥스,2020-02-27 00:20:00,60.0
2020-02-27,01:20,DB자녀보험,2020-02-27 01:20:00,40.0
2020-02-27,02:00,DB자녀보험,2020-02-27 02:00:00,20.0
2020-02-27,02:20,참존,2020-02-27 02:20:00,60.0
2020-02-27,03:20,행주티슈,2020-02-27 03:20:00,60.0
2020-02-27,04:20,엘르슈즈,2020-02-27 04:20:00,60.0
2020-02-27,05:20,동양생명암보험,2020-02-27 05:20:00,60.0
2020-02-27,06:20,음식물처리기,2020-02-27 06:20:00,60.0
2020-02-27,07:20,티포트,2020-02-27 07:20:00,60.0
2020-02-27,08:20,예쎄패션,2020-02-27 08:20:00,60.0
2020-02-27,09:20,발레리속옷,2020-02-27 09:20:00,60.0
2020-02-27,10:20,리복,2020-02-27 10:20:00,60.0
2020-02-27,11:20,제주한라봉,2020-02-27 11:20:00,60.0
2020-02-27,12:20,어성초샴푸,2020-02-27 12:20:00,60.0
2020-02-27,13:20,삼성암보험,2020-02-27 13:20:00,60.0
2020-02-27,14:20,참존,2020-02-27 14:20:00,60.0
2020-02-27,15:20,아가타,2020-02-27 15:20:00,60.0
2020-02-27,16:20,유귀열소한마리찜,2020-02-27 16:20:00,60.0
2020-02-27,17:20,멋진밥상 흥양농협쌀,2020-02-27 17:20:00,60.0
2020-02-27,18:20,손질통오징어,2020-02-27 18:20:00,60.0
2020-02-27,19:20,푸마드로즈,2020-02-27 19:20:00,60.0
2020-02-27,20:20,뱅뱅의류,2020-02-27 20:20:00,60.0
2020-02-27,21:20,헤스티지 재킷,2020-02-27 21:20:00,60.0
2020-02-27,22:20,현대해상운전자보험,2020-02-27 22:20:00,60.0
2020-02-27,23:20,호박고구마,2020-02-27 23:20:00,60.0
2020-02-28,00:20,LG통돌이세탁기,2020-02-28 00:20:00,60.0
2020-02-28,01:20,슬리미,2020-02-28 01:20:00,40.0
2020-02-28,02:00,임화자육포,2020-02-28 02:00:00,20.0
2020-02-28,02:20,DB자녀보험,2020-02-28 02:20:00,60.0
2020-02-28,03:20,깨끗한나라화장지,2020-02-28 03:20:00,20.0
2020-02-28,03:40,공백세탁조클리너,2020-02-28 03:40:00,40.0
2020-02-28,04:20,박경호녹용활력,2020-02-28 04:20:00,60.0
2020-02-28,05:20,보몽드침구,2020-02-28 05:20:00,60.0
2020-02-28,06:20,안국 루테인,2020-02-28 06:20:00,60.0
2020-02-28,07:20,스테파노콘티,2020-02-28 07:20:00,60.0
2020-02-28,08:20,루시헨느란쥬,2020-02-28 08:20:00,60.0
2020-02-28,09:20,명품잡화,2020-02-28 09:20:00,60.0
2020-02-28,10:20,양구시래기,2020-02-28 10:20:00,60.0
2020-02-28,11:20,쿠쿠 압력밥솥,2020-02-28 11:20:00,60.0
2020-02-28,12:20,DB운전자보험,2020-02-28 12:20:00,60.0
2020-02-28,13:20,푸마 남여 속옷,2020-02-28 13:20:00,60.0
2020-02-28,14:20,임페리얼상의,2020-02-28 14:20:00,60.0
2020-02-28,15:20,브루마스,2020-02-28 15:20:00,60.0
2020-02-28,16:20,매직쉐프전자레인지,2020-02-28 16:20:00,60.0
2020-02-28,17:20,마음심은곱창,2020-02-28 17:20:00,60.0
2020-02-28,18:20,리복,2020-02-28 18:20:00,60.0
2020-02-28,19:20,보닌남성기초,2020-02-28 19:20:00,60.0
2020-02-28,20:20,도가니탕,2020-02-28 20:20:00,60.0
2020-02-28,21:20,LG냉장고,2020-02-28 21:20:00,60.0
2020-02-28,22:20,삼성암보험,2020-02-28 22:20:00,60.0
2020-02-28,23:20,손질문어,2020-02-28 23:20:00,60.0
2020-02-29,00:20,소화기,2020-02-29 00:20:00,60.0
2020-02-29,01:20,헤어맥스,2020-02-29 01:20:00,40.0
2020-02-29,02:00,헤어맥스,2020-02-29 02:00:00,20.0
2020-02-29,02:20,바로바로무선청소기,2020-02-29 02:20:00,60.0
2020-02-29,03:20,브루마스,2020-02-29 03:20:00,60.0
2020-02-29,04:20,벨라홈행주티슈,2020-02-29 04:20:00,60.0
2020-02-29,05:20,CJ 비비고,2020-02-29 05:20:00,60.0
2020-02-29,06:20,광동석류즙,2020-02-29 06:20:00,60.0
2020-02-29,07:20,패리스힐튼,2020-02-29 07:20:00,60.0
2020-02-29,08:20,브루마스,2020-02-29 08:20:00,60.0
2020-02-29,09:20,리복,2020-02-29 09:20:00,60.0
2020-02-29,10:20,네오젠마스카라,2020-02-29 10:20:00,60.0
2020-02-29,11:20,램프쿡,2020-02-29 11:20:00,60.0
2020-02-29,12:20,동양생명암보험,2020-02-29 12:20:00,60.0
2020-02-29,13:20,프리지아헤어컬러,2020-02-29 13:20:00,60.0
2020-02-29,14:20,브루마스,2020-02-29 14:20:00,60.0
2020-02-29,15:20,발레리 속옷,2020-02-29 15:20:00,60.0
2020-02-29,16:20,멋진밥상 흥양농협쌀,2020-02-29 16:20:00,60.0
2020-02-29,17:20,양구시래기,2020-02-29 17:20:00,40.0
2020-02-29,18:00,정보방송,2020-02-29 18:00:00,20.0
2020-02-29,18:20,쿠첸전기밥솥,2020-02-29 18:20:00,60.0
2020-02-29,19:20,DB운전자보험,2020-02-29 19:20:00,60.0
2020-02-29,20:20,푸마드로즈,2020-02-29 20:20:00,60.0
2020-02-29,21:20,고창 고구마,2020-02-29 21:20:00,60.0
2020-02-29,22:20,LGTV,2020-02-29 22:20:00,60.0
2020-02-29,23:20,선일금고,2020-02-29 23:20:00,60.0
2020-03-01,00:20,샤워기,2020-03-01 00:20:00,60.0
2020-03-01,01:20,린스니커즈,2020-03-01 01:20:00,40.0
2020-03-01,02:00,린스니커즈,2020-03-01 02:00:00,20.0
2020-03-01,02:20,속눈썹,2020-03-01 02:20:00,60.0
2020-03-01,03:20,에어프라이어,2020-03-01 03:20:00,60.0
2020-03-01,04:20,지베르니,2020-03-01 04:20:00,60.0
2020-03-01,05:20,안마기,2020-03-01 05:20:00,60.0
2020-03-01,06:20,제니하우스염색제,2020-03-01 06:20:00,60.0
2020-03-01,07:20,아가타,2020-03-01 07:20:00,60.0
2020-03-01,08:20,규조토벽지,2020-03-01 08:20:00,60.0
2020-03-01,09:20,셀렉프로,2020-03-01 09:20:00,60.0
2020-03-01,10:20,팜스프링스,2020-03-01 10:20:00,60.0
2020-03-01,11:20,리복,2020-03-01 11:20:00,60.0
2020-03-01,12:20,섬유유연제,2020-03-01 12:20:00,60.0
2020-03-01,13:20,삼육두유세트,2020-03-01 13:20:00,60.0
2020-03-01,14:20,손소독제,2020-03-01 14:20:00,40.0
2020-03-01,15:00,코이모리빙박스,2020-03-01 15:00:00,20.0
2020-03-01,15:20,DB운전자보험,2020-03-01 15:20:00,60.0
2020-03-01,16:20,손질갑오징어,2020-03-01 16:20:00,60.0
2020-03-01,17:20,안동간고등어,2020-03-01 17:20:00,60.0
2020-03-01,18:20,비버리힐스폴로 남성기초세트,2020-03-01 18:20:00,60.0
2020-03-01,19:20,푸마의류,2020-03-01 19:20:00,60.0
2020-03-01,20:20,LG통돌이세탁기,2020-03-01 20:20:00,60.0
2020-03-01,21:20,LG휘센에어컨,2020-03-01 21:20:00,60.0
2020-03-01,22:20,에지리프라이팬,2020-03-01 22:20:00,60.0
2020-03-01,23:20,보루네오침대,2020-03-01 23:20:00,60.0
2020-03-02,00:20,프리드라이프,2020-03-02 00:20:00,60.0
2020-03-02,01:20,페플럼제이,2020-03-02 01:20:00,40.0
2020-03-02,02:00,메가비타,2020-03-02 02:00:00,60.0
2020-03-02,03:00,정보방송,2020-03-02 03:00:00,20.0
2020-03-02,03:20,지베르니,2020-03-02 03:20:00,60.0
2020-03-02,04:20,음식물처리기,2020-03-02 04:20:00,60.0
2020-03-02,05:20,선글라스,2020-03-02 05:20:00,60.0
2020-03-02,06:20,브루스필드,2020-03-02 06:20:00,60.0
2020-03-02,07:20,티포트,2020-03-02 07:20:00,60.0
2020-03-02,08:20,브루마스,2020-03-02 08:20:00,60.0
2020-03-02,09:20,레이프릴속옷,2020-03-02 09:20:00,60.0
2020-03-02,10:20,앤클라인,2020-03-02 10:20:00,60.0
2020-03-02,11:20,도가니탕,2020-03-02 11:20:00,60.0
2020-03-02,12:20,때르미오,2020-03-02 12:20:00,60.0
2020-03-02,13:20,석류즙,2020-03-02 13:20:00,60.0
2020-03-02,14:20,메디아글램,2020-03-02 14:20:00,60.0
2020-03-02,15:20,DB운전자보험,2020-03-02 15:20:00,60.0
2020-03-02,16:20,대구탕,2020-03-02 16:20:00,60.0
2020-03-02,17:20,매직쉐프전자레인지,2020-03-02 17:20:00,60.0
2020-03-02,18:20,쿠첸전기밥솥,2020-03-02 18:20:00,60.0
2020-03-02,19:20,헤드남자속옷,2020-03-02 19:20:00,60.0
2020-03-02,20:20,비버리힐스폴로 남성기초세트,2020-03-02 20:20:00,60.0
2020-03-02,21:20,LGTV,2020-03-02 21:20:00,60.0
2020-03-02,22:20,해남고구마,2020-03-02 22:20:00,60.0
2020-03-02,23:20,하림닭발,2020-03-02 23:20:00,60.0
2020-03-03,00:20,슬리미,2020-03-03 00:20:00,60.0
2020-03-03,01:20,동양생명암보험,2020-03-03 01:20:00,40.0
2020-03-03,02:00,동양생명암보험,2020-03-03 02:00:00,20.0
2020-03-03,02:20,선글라스,2020-03-03 02:20:00,60.0
2020-03-03,03:20,공백세탁조클리너,2020-03-03 03:20:00,60.0
2020-03-03,04:20,바로바로무선청소기,2020-03-03 04:20:00,60.0
2020-03-03,05:20,센스하우스진공팩,2020-03-03 05:20:00,60.0
2020-03-03,06:20,어성초샴푸,2020-03-03 06:20:00,60.0
2020-03-03,07:20,광동유산균,2020-03-03 07:20:00,60.0
2020-03-03,08:20,시스마르스,2020-03-03 08:20:00,60.0
2020-03-03,09:20,메주,2020-03-03 09:20:00,60.0
2020-03-03,10:20,보닌남성기초,2020-03-03 10:20:00,60.0
